Mes_escrito;Mes;Anio;Mes/Año;Producto;Variedad;Calidad;Unidad;Precio mínimo;Precio máximo;Precio promedio;Precio ponderado mayorista;Volumen mayorista;Descripcion volumen;Descripcion precio
Diciembre;12;2019;dic-19;Poroto verde;Magnum;Segunda;$/kilo;600;800;772;547;12750;510*saco 25 kilos;13667/saco 25 kilos
Enero;1;2020;ene-20;Poroto verde;Sin especificar;Primera;$/kilo;700;2.500;1.268;645;44000;1760*saco 25 kilos;16125/saco 25 kilos
Enero;1;2020;ene-20;Poroto verde;Sin especificar;Segunda;$/kilo;600;1.500;999;400;4000;160*saco 25 kilos;10000/saco 25 kilos
Febrero;2;2020;feb-20;Poroto verde;Sin especificar;Primera;$/kilo;900;2.000;1.272;951;135000;5400*saco 25 kilos;23774/saco 25 kilos
Febrero;2;2020;feb-20;Poroto verde;Sin especificar;Segunda;$/kilo;750;1.500;1.068;740;23000;920*saco 25 kilos;18500/saco 25 kilos
Marzo;3;2020;mar-20;Poroto verde;Sin especificar;Primera;$/kilo;1.000;2.500;1.416;1.052;25.000;1000*saco 25 kilos;26300/saco 25 kilos
Marzo;3;2020;mar-20;Poroto verde;Sin especificar;Segunda;$/kilo;1.000;1.600;1.197;;;;
Marzo;3;2019;mar-19;Repollo;Crespo record;Primera;$/unidad;800;2.000;1.397;728;351.700;;
Marzo;3;2019;mar-19;Repollo;Crespo record;Segunda;$/unidad;700;1.400;1.059;493;96.300;;
Abril;4;2019;abr-19;Repollo;Crespo record;Primera;$/unidad;900;1.600;1.237;672;248.000;;
Abril;4;2019;abr-19;Repollo;Crespo record;Segunda;$/unidad;700;1.400;991;467;84.150;;
Mayo;5;2019;may-19;Repollo;Crespo record;Primera;$/unidad;700;1.600;1.101;522;285.470;;
Mayo;5;2019;may-19;Repollo;Crespo record;Segunda;$/unidad;600;1.400;873;373;106.900;;
Junio;6;2019;jun-19;Repollo;Crespo record;Primera;$/unidad;800;1.600;1.117;552;248.900;;
Junio;6;2019;jun-19;Repollo;Crespo record;Segunda;$/unidad;500;1.000;842;372;78.100;;
Julio;7;2019;jul-19;Repollo;Crespo record;Primera;$/unidad;700;1.600;1.163;690;86.580;;
Julio;7;2019;jul-19;Repollo;Crespo record;Segunda;$/unidad;600;1.200;881;474;39.028;;
Agosto;8;2019;ago-19;Repollo;Crespo record;Primera;$/unidad;700;1.600;1.205;602;129.620;;
Agosto;8;2019;ago-19;Repollo;Crespo record;Segunda;$/unidad;500;1.200;864;431;74.240;;
Septiembre;9;2019;sept-19;Repollo;Crespo record;Primera;$/unidad;600;1.600;1.047;567;162.350;;
Septiembre;9;2019;sept-19;Repollo;Crespo record;Segunda;$/unidad;500;1.000;778;416;34.900;;
Octubre;10;2019;oct-19;Repollo;Crespo record;Primera;$/unidad;700;2.000;1.093;517;351.530;;
Octubre;10;2019;oct-19;Repollo;Crespo record;Segunda;$/unidad;500;1.600;802;328;189.570;;
Noviembre;11;2019;nov-19;Repollo;Crespo record;Primera;$/unidad;600;1.500;1.028;485;231.670;;
Noviembre;11;2019;nov-19;Repollo;Crespo record;Segunda;$/unidad;500;1.000;783;347;128.750;;
Diciembre;12;2019;dic-19;Repollo;Crespo record;Primera;$/unidad;500;1.500;993;452;236.890;;
Diciembre;12;2019;dic-19;Repollo;Crespo record;Segunda;$/unidad;400;1.000;713;359;128.500;;
Enero;1;2020;ene-20;Repollo;Crespo record;Primera;$/unidad;700;2.400;1.253;591;95.470;;
Enero;1;2020;ene-20;Repollo;Crespo record;Segunda;$/unidad;500;1.200;824;480;58.780;;
Febrero;2;2020;feb-20;Repollo;Crespo record;Primera;$/unidad;800;2.400;1.568;909;31.620;;
Febrero;2;2020;feb-20;Repollo;Crespo record;Segunda;$/unidad;800;2.000;1.223;731;20.820;;
Marzo;3;2020;mar-20;Repollo;Crespo record;Primera;$/unidad;1.400;3.200;2.224;1.039;64.100;;
Marzo;3;2020;mar-20;Repollo;Crespo record;Segunda;$/unidad;1.000;2.200;1.603;835;29.100;;
Marzo;3;2019;mar-19;Sandia;Sin especificar;Primera;$/unidad;2.000;3.000;2.342;1.617;30.190;;
Marzo;3;2019;mar-19;Sandia;Sin especificar;Segunda;$/unidad;1.000;2.500;1.771;1.234;24.620;;
Diciembre;12;2019;dic-19;Sandia;Sin especificar;Primera;$/unidad;300;5.000;2.891;2.546;10.800;;
Diciembre;12;2019;dic-19;Sandia;Sin especificar;Segunda;$/unidad;1.000;3.500;2.247;1.900;6.200;;
Enero;1;2020;ene-20;Sandia;Sin especificar;Primera;$/unidad;1.500;4.500;2.837;2.024;99.400;;
Enero;1;2020;ene-20;Sandia;Sin especificar;Segunda;$/unidad;1.200;3.500;2.169;1.541;50.300;;
Febrero;2;2020;feb-20;Sandia;Sin especificar;Primera;$/unidad;1.500;3.500;2.535;1.535;26.690;;
Febrero;2;2020;feb-20;Sandia;Sin especificar;Segunda;$/unidad;1.000;2.700;1.970;1.065;18.100;;
Marzo;3;2020;mar-20;Sandia;Sin especificar;Primera;$/unidad;2.000;3.200;2.547;1.458;6.700;;
Marzo;3;2020;mar-20;Sandia;Sin especificar;Segunda;$/unidad;1.200;2.700;1.931;991;5.300;;
Marzo;3;2019;mar-19;Tomate;Larga vida;Primera;$/kilo;500;1.400;780;530;96.120;5340*bandeja 18 kilos;9554/bandeja 18 kilos
Marzo;3;2019;mar-19;Tomate;Larga vida;Segunda;$/kilo;400;800;592;420;91.800;5100*bandeja 18 kilos;7557/bandeja 18 kilos
Abril;4;2019;abr-19;Tomate;Larga vida;Primera;$/kilo;600;1.700;889;489;94.680;5260*bandeja 18 kilos;8810/bandeja 18 kilos
Abril;4;2019;abr-19;Tomate;Larga vida;Segunda;$/kilo;500;1.000;666;374;71.820;3990*bandeja 18 kilos;6732/bandeja 18 kilos
Mayo;5;2019;may-19;Tomate;Larga vida;Primera;$/kilo;550;1.300;793;;;;
Mayo;5;2019;may-19;Tomate;Larga vida;Segunda;$/kilo;450;1.000;619;;;;
Junio;6;2019;jun-19;Tomate;Larga vida;Primera;$/kilo;500;1.500;829;;;;
Junio;6;2019;jun-19;Tomate;Larga vida;Segunda;$/kilo;400;1.100;647;;;;
Julio;7;2019;jul-19;Tomate;Larga vida;Primera;$/kilo;400;1.200;647;;;;
Julio;7;2019;jul-19;Tomate;Larga vida;Segunda;$/kilo;300;800;472;;;;
Agosto;8;2019;ago-19;Tomate;Larga vida;Primera;$/kilo;400;1.000;657;;;;
Agosto;8;2019;ago-19;Tomate;Larga vida;Segunda;$/kilo;300;800;494;;;;
Septiembre;9;2019;sept-19;Tomate;Larga vida;Primera;$/kilo;500;1.200;766;;;;
Septiembre;9;2019;sept-19;Tomate;Larga vida;Segunda;$/kilo;350;850;574;;;;
Octubre;10;2019;oct-19;Tomate;Larga vida;Primera;$/kilo;600;1.500;930;;;;
Octubre;10;2019;oct-19;Tomate;Larga vida;Segunda;$/kilo;500;1.000;716;;;;
Noviembre;11;2019;nov-19;Tomate;Larga vida;Primera;$/kilo;500;1.300;806;;;;
Noviembre;11;2019;nov-19;Tomate;Larga vida;Segunda;$/kilo;400;1.100;624;;;;
Diciembre;12;2019;dic-19;Tomate;Larga vida;Primera;$/kilo;400;1.200;777;346;28260;1570*bandeja 18 kilos;6229/bandeja 18 kilos
Diciembre;12;2019;dic-19;Tomate;Larga vida;Segunda;$/kilo;300;800;599;291;26100;1450*bandeja 18 kilos;5234/bandeja 18 kilos
Enero;1;2020;ene-20;Tomate;Larga vida;Primera;$/kilo;450;1.300;720;285;378540;21030*bandeja 18 kilos;5123/bandeja 18 kilos
Enero;1;2020;ene-20;Tomate;Larga vida;Segunda;$/kilo;350;1.000;559;193;292680;16260*bandeja 18 kilos;3480/bandeja 18 kilos
Febrero;2;2020;feb-20;Tomate;Larga vida;Primera;$/kilo;500;1.200;721;391;433620;24090*bandeja 18 kilos;7040/bandeja 18 kilos
Febrero;2;2020;feb-20;Tomate;Larga vida;Segunda;$/kilo;400;900;533;298;345600;19200*bandeja 18 kilos;5367/bandeja 18 kilos
Marzo;3;2020;mar-20;Tomate;Larga vida;Primera;$/kilo;500;1.400;770;360;603900;33550*bandeja 18 kilos;6485/bandeja 18 kilos
Marzo;3;2020;mar-20;Tomate;Larga vida;Segunda;$/kilo;350;800;585;252;385020;21390*bandeja 18 kilos;4534/bandeja 18 kilos
Marzo;3;2019;mar-19;Zanahoria;Sin especificar;Primera;$/kilo;400;800;571;243;238400;11920*saco 20 kilos;4850/saco 20 kilos
Marzo;3;2019;mar-19;Zanahoria;Sin especificar;Segunda;$/kilo;350;500;444;170;45600;2280*saco 20 kilos;3408/saco 20 kilos
Abril;4;2019;abr-19;Zanahoria;Sin especificar;Primera;$/kilo;450;800;561;;;;
Abril;4;2019;abr-19;Zanahoria;Sin especificar;Segunda;$/kilo;400;500;419;;;;
Mayo;5;2019;may-19;Zanahoria;Sin especificar;Primera;$/kilo;450;800;551;255;186000;9300*saco 20 kilos;5090/saco 20 kilos
Mayo;5;2019;may-19;Zanahoria;Sin especificar;Segunda;$/kilo;350;500;421;200;5000;250*saco 20 kilos;4000/saco 20 kilos
Junio;6;2019;jun-19;Zanahoria;Sin especificar;Primera;$/kilo;400;800;558;259;522200;26110*saco 20 kilos;5185/saco 20 kilos
Junio;6;2019;jun-19;Zanahoria;Sin especificar;Segunda;$/kilo;300;600;437;220;24000;1200*saco 20 kilos;4396/saco 20 kilos
Julio;7;2019;jul-19;Zanahoria;Sin especificar;Primera;$/kilo;400;800;569;272;425000;1250*saco 20 kilos;5436/saco 20 kilos
Julio;7;2019;jul-19;Zanahoria;Sin especificar;Segunda;$/kilo;200;700;434;191;50400;2520*saco 20 kilos;3813/saco 20 kilos
Agosto;8;2019;ago-19;Zanahoria;Sin especificar;Primera;$/kilo;400;800;568;255;321800;16090*saco 20 kilos;5103/saco 20 kilos
Agosto;8;2019;ago-19;Zanahoria;Sin especificar;Segunda;$/kilo;300;600;424;167;34400;1720*saco 20 kilos;3347/saco 20 kilos
Septiembre;9;2019;sept-19;Zanahoria;Sin especificar;Primera;$/kilo;500;1.000;617;300;316400;15820*saco 20 kilos;6000/saco 20 kilos
Septiembre;9;2019;sept-19;Zanahoria;Sin especificar;Segunda;$/kilo;350;600;497;228;43000;2150*saco 20 kilos;4555/saco 20 kilos
Octubre;10;2019;oct-19;Zanahoria;Sin especificar;Primera;$/kilo;450;1.500;697;333;384000;19200*saco 20 kilos;6654/saco 20 kilos
Octubre;10;2019;oct-19;Zanahoria;Sin especificar;Segunda;$/kilo;300;4.500;601;250;55200;2760*saco 20 kilos;5009/saco 20 kilos
Noviembre;11;2019;nov-19;Zanahoria;Sin especificar;Primera;$/kilo;400;1.000;686;360;371000;18550*saco 20 kilos;7194/saco 20 kilos
Noviembre;11;2019;nov-19;Zanahoria;Sin especificar;Segunda;$/kilo;300;650;506;266;70000;3500*saco 20 kilos;5320/saco 20 kilos
Diciembre;12;2019;dic-19;Zanahoria;Sin especificar;Primera;$/kilo;400;1.000;595;296;363600;18180*saco 20 kilos;5911/saco 20 kilos
Diciembre;12;2019;dic-19;Zanahoria;Sin especificar;Segunda;$/kilo;300;600;433;213;58600;2930*saco 20 kilos;4261/saco 20 kilos
Enero;1;2020;ene-20;Zanahoria;Sin especificar;Primera;$/kilo;400;1.200;644;316;161600;8080*saco 20 kilos;6310/saco 20 kilos
Enero;1;2020;ene-20;Zanahoria;Sin especificar;Segunda;$/kilo;280;700;488;225;24600;1230*saco 20 kilos;4500/saco 20 kilos
Febrero;2;2020;feb-20;Zanahoria;Sin especificar;Primera;$/kilo;500;1.000;609;300;18600;930*saco 20 kilos;6000/saco 20 kilos
Febrero;2;2020;feb-20;Zanahoria;Sin especificar;Segunda;$/kilo;300;600;464;250;10200;510*saco 20 kilos;5000/saco 20 kilos
Marzo;3;2020;mar-20;Zanahoria;Sin especificar;Primera;$/kilo;350;1.200;682;269;28800;1440*saco 20 kilos;5382/saco 20 kilos
Marzo;3;2020;mar-20;Zanahoria;Sin especificar;Segunda;$/kilo;390;800;518;200;3200;160*saco 20 kilos;4000/saco 20 kilos
Marzo;3;2019;mar-19;Zapallo;Camote;1a (cosecha);$/kilo;400;1.000;678;;;;
Marzo;3;2019;mar-19;Zapallo;Camote;2a (cosecha);$/kilo;300;700;429;;;;
Marzo;3;2019;mar-19;Zapallo;Paine;1a (cosecha);$/kilo;500;700;600;;;;
Marzo;3;2019;mar-19;Zapallo;Paine;2a (cosecha);$/kilo;200;250;225;;;;
Abril;4;2019;abr-19;Zapallo;Camote;1a (cosecha);$/kilo;400;1.000;662;;;;
Abril;4;2019;abr-19;Zapallo;Camote;2a (cosecha);$/kilo;300;600;407;;;;
Abril;4;2019;abr-19;Zapallo;Paine;1a (cosecha);$/kilo;400;700;615;;;;
Abril;4;2019;abr-19;Zapallo;Paine;2a (cosecha);$/kilo;250;350;300;;;;
Mayo;5;2019;may-19;Zapallo;Camote;1a (guarda);$/kilo;350;1.000;657;;;;
Mayo;5;2019;may-19;Zapallo;Camote;2a (guarda);$/kilo;300;1.000;453;;;;
Mayo;5;2019;may-19;Zapallo;Paine;1a (guarda);$/kilo;400;800;610;;;;
Mayo;5;2019;may-19;Zapallo;Paine;2a (guarda);$/kilo;500;600;520;;;;
Junio;6;2019;jun-19;Zapallo;Camote;1a (guarda);$/kilo;500;1.400;767;;;;
Junio;6;2019;jun-19;Zapallo;Camote;2a (guarda);$/kilo;400;900;550;;;;
Junio;6;2019;jun-19;Zapallo;Paine;1a (guarda);$/kilo;600;700;668;;;;
Junio;6;2019;jun-19;Zapallo;Paine;2a (guarda);$/kilo;500;500;500;;;;
Julio;7;2019;jul-19;Zapallo;Camote;1a (guarda);$/kilo;300;1.200;751;;;;
Julio;7;2019;jul-19;Zapallo;Camote;2a (guarda);$/kilo;200;700;506;;;;
Julio;7;2019;jul-19;Zapallo;Paine;1a (guarda);$/kilo;500;800;650;;;;
Julio;7;2019;jul-19;Zapallo;Paine;2a (guarda);$/kilo;400;600;520;;;;
Agosto;8;2019;ago-19;Zapallo;Camote;1a (guarda);$/kilo;300;1.200;819;;;;
Agosto;8;2019;ago-19;Zapallo;Camote;2a (guarda);$/kilo;300;1.000;625;;;;
Agosto;8;2019;ago-19;Zapallo;Paine;1a (guarda);$/kilo;500;800;710;;;;
Agosto;8;2019;ago-19;Zapallo;Paine;2a (guarda);$/kilo;600;600;600;;;;
Septiembre;9;2019;sept-19;Zapallo;Camote;1a (guarda);$/kilo;300;2.000;995;;;;
Septiembre;9;2019;sept-19;Zapallo;Camote;2a (guarda);$/kilo;400;1.000;674;;;;
Septiembre;9;2019;sept-19;Zapallo;Paine;1a (guarda);$/kilo;600;1.200;929;;;;
Septiembre;9;2019;sept-19;Zapallo;Paine;2a (guarda);$/kilo;700;700;700;;;;
Octubre;10;2019;oct-19;Zapallo;Camote;1a (guarda);$/kilo;800;2.000;1.273;;;;
Octubre;10;2019;oct-19;Zapallo;Camote;2a (guarda);$/kilo;700;2.000;967;;;;
Octubre;10;2019;oct-19;Zapallo;Paine;1a (guarda);$/kilo;500;1.500;1.065;;;;
Octubre;10;2019;oct-19;Zapallo;Paine;2a (guarda);$/kilo;400;1.000;888;;;;
Noviembre;11;2019;nov-19;Zapallo;Camote;1a (guarda);$/kilo;1.000;2.000;1.300;;;;
Noviembre;11;2019;nov-19;Zapallo;Camote;1a nueva(o);$/kilo;900;1.600;1.151;;;;
Noviembre;11;2019;nov-19;Zapallo;Camote;2a (guarda);$/kilo;800;1.500;1.069;;;;
Noviembre;11;2019;nov-19;Zapallo;Camote;2a nueva(o);$/kilo;700;1.000;847;;;;
Noviembre;11;2019;nov-19;Zapallo;Paine;1a (guarda);$/kilo;700;1.600;1.034;;;;
Noviembre;11;2019;nov-19;Zapallo;Paine;2a (guarda);$/kilo;800;1.200;933;;;;
Diciembre;12;2019;dic-19;Zapallo;Camote;1a nueva(o);$/kilo;700;2.000;1.095;;;;
Diciembre;12;2019;dic-19;Zapallo;Camote;2a nueva(o);$/kilo;600;1.200;859;;;;
Diciembre;12;2019;dic-19;Zapallo;Paine;1a nueva(o);$/kilo;500;1.000;795;;;;
Diciembre;12;2019;dic-19;Zapallo;Paine;2a nueva(o);$/kilo;500;800;737;;;;
Enero;1;2020;ene-20;Zapallo;Camote;1a nueva(o);$/kilo;500;2.000;1.080;;;;
Enero;1;2020;ene-20;Zapallo;Camote;2a nueva(o);$/kilo;400;1.200;782;;;;
Enero;1;2020;ene-20;Zapallo;Paine;1a nueva(o);$/kilo;500;1.400;918;;;;
Enero;1;2020;ene-20;Zapallo;Paine;2a nueva(o);$/kilo;600;1.000;812;;;;
Febrero;2;2020;feb-20;Zapallo;Camote;1a nueva(o);$/kilo;600;1.600;994;;;;
Febrero;2;2020;feb-20;Zapallo;Camote;2a nueva(o);$/kilo;500;1.000;670;;;;
Febrero;2;2020;feb-20;Zapallo;Paine;1a nueva(o);$/kilo;500;1.000;850;;;;
Febrero;2;2020;feb-20;Zapallo;Paine;2a nueva(o);$/kilo;500;800;725;;;;
Marzo;3;2020;mar-20;Zapallo;Camote;1a (cosecha);$/kilo;600;1.800;1.018;;;;
Marzo;3;2020;mar-20;Zapallo;Camote;2a (cosecha);$/kilo;500;800;624;;;;
Marzo;3;2020;mar-20;Zapallo;Paine;1a (cosecha);$/kilo;800;800;800;;;;
Marzo;3;2019;mar-19;Zapallo italiano;Sin especificar;Primera;$/unidad;100;700;275;100;513100;7330*caja 70 unidades;6995/caja 70 unidades
Marzo;3;2019;mar-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;125;450;191;;;;
Abril;4;2019;abr-19;Zapallo italiano;Sin especificar;Primera;$/unidad;100;400;205;75;383250;5475*caja 70 unidades;5217/caja 70 unidades
Abril;4;2019;abr-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;80;200;127;;;;
Mayo;5;2019;may-19;Zapallo italiano;Sin especificar;Primera;$/unidad;150;500;243;114;217700;3110*caja 70 unidades;7950/caja 70 unidades
Mayo;5;2019;may-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;300;171;;;;
Junio;6;2019;jun-19;Zapallo italiano;Sin especificar;Primera;$/unidad;150;600;335;;;;
Junio;6;2019;jun-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;300;229;;;;
Julio;7;2019;jul-19;Zapallo italiano;Sin especificar;Primera;$/unidad;150;600;303;;;;
Julio;7;2019;jul-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;350;203;;;;
Agosto;8;2019;ago-19;Zapallo italiano;Sin especificar;Primera;$/unidad;250;600;432;;;;
Agosto;8;2019;ago-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;150;400;294;;;;
Septiembre;9;2019;sept-19;Zapallo italiano;Sin especificar;Primera;$/unidad;250;600;426;;;;
Septiembre;9;2019;sept-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;200;500;324;;;;
Octubre;10;2019;oct-19;Zapallo italiano;Sin especificar;Primera;$/unidad;200;700;401;;;;
Octubre;10;2019;oct-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;500;305;;;;
Noviembre;11;2019;nov-19;Zapallo italiano;Sin especificar;Primera;$/unidad;100;600;204;;;;
Noviembre;11;2019;nov-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;50;200;127;;;;
Diciembre;12;2019;dic-19;Zapallo italiano;Sin especificar;Primera;$/unidad;100;400;200;95;28700;410*caja 70 unidades;6634/caja 70 unidades
Diciembre;12;2019;dic-19;Zapallo italiano;Sin especificar;Segunda;$/unidad;60;200;130;;;;
Enero;1;2020;ene-20;Zapallo italiano;Sin especificar;Primera;$/unidad;100;600;253;100;179200;2560*caja 70 unidades;6991/caja 70 unidades
Enero;1;2020;ene-20;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;350;183;48;87000;870*caja 100 unidades;4828/caja 100 unidades
Febrero;2;2020;feb-20;Zapallo italiano;Sin especificar;Primera;$/unidad;150;500;261;109;336700;4810*caja 70 unidades;7657/caja 70 unidades
Febrero;2;2020;feb-20;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;300;182;49;231000;2310*caja 100 unidades;4931/caja 100 unidades
Marzo;3;2020;mar-20;Zapallo italiano;Sin especificar;Primera;$/unidad;150;500;267;112;359100;5130*caja 70 unidades;7850/caja 70 unidades
Marzo;3;2020;mar-20;Zapallo italiano;Sin especificar;Segunda;$/unidad;100;250;179;53;271000;2710*caja 100 unidades;5328/caja 100 unidades
Marzo;3;2019;mar-19;Frutilla;Sin especificar;Primera;$/kilo;750;1.500;1.084;759;65240;9320*bandeja 7 kilos;5319/bandeja 7 kilos
Marzo;3;2019;mar-19;Frutilla;Sin especificar;Segunda;$/kilo;690;1.000;753;482;44030;6290*bandeja 7 kilos;3376/bandeja 7 kilos
Abril;4;2019;abr-19;Frutilla;Sin especificar;Primera;$/kilo;790;1.600;1.100;817;51240;7320*bandeja 7 kilos;5717/bandeja 7 kilos
Abril;4;2019;abr-19;Frutilla;Sin especificar;Segunda;$/kilo;600;1.200;787;519;38150;5450*bandeja 7 kilos;3636/bandeja 7 kilos
Mayo;5;2019;may-19;Frutilla;Sin especificar;Primera;$/kilo;800;1.600;1.168;943;39690;5670*bandeja 7 kilos;6601/bandeja 7 kilos
Mayo;5;2019;may-19;Frutilla;Sin especificar;Segunda;$/kilo;700;1.200;901;557;20370;2910*bandeja 7 kilos;3900/bandeja 7 kilos
Octubre;10;2019;oct-19;Frutilla;Sin especificar;Primera;$/kilo;700;2.000;1.160;849;183960;26280*bandeja 7 kilos;5944/bandeja 7 kilos
Octubre;10;2019;oct-19;Frutilla;Sin especificar;Segunda;$/kilo;600;1.500;836;521;92540;13220*bandeja 7 kilos;3645/bandeja 7 kilos
Noviembre;11;2019;nov-19;Frutilla;Sin especificar;Primera;$/kilo;900;1.800;1.214;843;126840;18120*bandeja 7 kilos;5901/bandeja 7 kilos
Noviembre;11;2019;nov-19;Frutilla;Sin especificar;Segunda;$/kilo;650;1.000;856;550;80220;11460*bandeja 7 kilos;3852/bandeja 7 kilos
Diciembre;12;2019;dic-19;Frutilla;Sin especificar;Primera;$/kilo;800;2.000;1.259;929;134330;19190*bandeja 7 kilos;6502/bandeja 7 kilos
Diciembre;12;2019;dic-19;Frutilla;Sin especificar;Segunda;$/kilo;700;1.400;960;596;83790;11970*bandeja 7 kilos;4175/bandeja 7 kilos
Enero;1;2020;ene-20;Frutilla;Sin especificar;Primera;$/kilo;900;2.000;1.336;924;109060;15580*bandeja 7 kilos;6468/bandeja 7 kilos
Enero;1;2020;ene-20;Frutilla;Sin especificar;Segunda;$/kilo;750;1.400;1.047;567;45885;6555*bandeja 7 kilos;3971/bandeja 7 kilos
Febrero;2;2020;feb-20;Frutilla;Sin especificar;Primera;$/kilo;1.000;1.900;1.356;1.165;75.950;10850*bandeja 7 kilos;8161/bandeja 7 kilos
Febrero;2;2020;feb-20;Frutilla;Sin especificar;Segunda;$/kilo;800;1.300;1.088;802;18550;2650*bandeja 7 kilos;5615/bandeja 7 kilos
Marzo;3;2020;mar-20;Frutilla;Sin especificar;Primera;$/kilo;1.000;2.700;1.530;1.116;71.890;10270*bandeja 7 kilos;7813/bandeja 7 kilos
Marzo;3;2020;mar-20;Frutilla;Sin especificar;Segunda;$/kilo;890;1.400;1.143;780;37485;5355*bandeja 7 kilos;5457/bandeja 7 kilos
